,fighter_name,win_loss,avg_td
1396,Yaotzin Meza,0.3333,1.32054
1397,Bobby Voelker,0.0,4.0
1398,Rodrigo Damm,0.5,1.32054
1399,Vaughan Lee,0.4286,4.0
1400,Chris Holdsworth,1.0,1.39996
1401,Anthony Njokuani,0.4286,1.5
1402,Costas Philippou,0.6667,1.39996
1403,Anthony Lapsley,0.0,1.32054
1404,Estevan Payan,0.0,1.32054
1405,Ryan Jimmo,0.5,1.32054
1406,Mark Bocek,0.5833,3.0
1407,Minotauro Nogueira,0.5,1.2
1408,Ronny Markes,0.75,6.0
1409,Thiago Perpetuo,0.5,1.39996
1410,Jake Shields,0.5714,4.0
1411,Sean Spencer,0.4286,1.32054
1412,Renee Forte,0.3333,1.32054
1413,Will Campuzano,0.0,1.6667
1414,Bubba McDaniel,0.5,1.39996
1415,Cyrille Diabate,0.5714,1.32054
1416,Nam Phan,0.2857,1.39996
1417,Albert Cheng,,1.39996
1418,Cody Gibson,0.2857,4.0
1419,Rafaello Oliveira,0.2857,5.0
1420,Ernest Chavez,0.5,2.0
1421,Cristiano Marcello,0.3333,1.39996
1422,Ildemar Alcantara,0.6667,3.0
1423,Nick Catone,0.4286,3.0
1424,Junior Hernandez,0.0,1.32054
1425,Isaac Vallie-Flagg,0.3333,1.32054
1426,Charlie Brenneman,0.4,6.0
1427,Royston Wee,1.0,6.0
1428,Dustin Kimura,0.5,1.32054
1429,Chris Leben,0.5714,1.0714
1430,Robert Peralta,0.5714,1.39996
1431,Darren Uyenoyama,0.6667,2.0
1432,Pat Barry,0.4545,0.0
1433,Julie Kedzie,0.0,2.0
1434,Nick Ring,0.6,2.5
1435,Bruno Santos,0.5,2.5
1436,Ben Wall,0.0,1.39996
1437,Joshua Sampo,0.3333,2.0
1438,Georges St-Pierre,0.9048,4.2
1439,Josh Koscheck,0.625,1.9412
1440,Jason High,0.5,1.32054
1441,Jose Maria,0.0,1.32054
1442,Alessio Sakara,0.4286,1.0
1443,Phil Harris,0.25,2.0
1444,Rosi Sexton,0.0,1.32054
1445,Jimy Hettes,0.6,8.0
1446,George Sotiropoulos,0.7,2.2
1447,TJ Waldburger,0.5714,6.0
1448,Jeremy Larsen,0.0,1.32054
1449,Dustin Pague,0.2,1.39996
1450,Thiago Silva,0.5455,0.625
1451,Rousimar Palhares,0.6364,2.75
1452,Iliarde Santos,0.0,1.32054
1453,Brendan Schaub,0.6,1.125
1454,Pat Healy,0.0,2.5
1455,Mike Ricci,0.5,1.32054
1456,Ivan Menjivar,0.5,0.2857
1457,Chris Clements,0.5,1.32054
1458,Nandor Guelmino,,1.39996
1459,Marcos Vinicius,0.5,1.39996
1460,Joao Zeferino,0.0,1.32054
1461,Keith Wisniewski,0.0,3.0
1462,Yuri Villefort,0.0,3.0
1463,Louis Gaudinot,0.25,1.39996
1464,Pascal Krauss,0.6667,3.0
1465,Chico Camus,0.4286,2.0
1466,Ryan Couture,0.0,1.39996
1467,Jared Hamman,0.3333,1.0
1468,Justin Edwards,0.3333,7.0
1469,James Head,0.5,1.32054
1470,Mike Brown,0.4,2.75
1471,Vinny Magalhaes,0.25,1.0
1472,Ednaldo Oliveira,0.0,1.32054
1473,Mac Danzig,0.4167,1.0909
1474,Aaron Riley,0.375,1.1429
1475,John Albert,0.25,1.32054
1476,Mike Pierce,0.6923,4.3333
1477,Sean Pierson,0.6,1.32054
1478,Brian Bowles,0.6667,1.39996
1479,Leonard Garcia,0.25,0.5
1480,Clifford Starks,0.5,3.0
1481,Bristol Marunde,0.0,3.0
1482,Justin Lawrence,0.5,1.39996
1483,Chris Spang,,1.39996
1484,Benny Alloway,0.5,1.39996
1485,Michael Kuiper,0.3333,1.3333
1486,Papy Abedi,0.3333,1.6667
1487,Antonio Carvalho,0.6667,1.32054
1488,Wanderlei Silva,0.3636,0.25
1489,Riki Fukuda,0.5,6.0
1490,Jon Manley,,1.39996
1491,Nah-Shon Burrell,1.0,1.39996
1492,Terry Etim,0.6,0.3
1493,Paul Sass,0.75,1.39996
1494,Jon Fitch,0.8235,3.4667
1495,Jacob Volkmann,0.6667,3.0
1496,Edwin Figueroa,0.4,1.32054
1497,TJ Grant,0.7,1.8
1498,Mike Stumpf,0.0,1.32054
1499,Mike Russow,0.8,8.0
1500,Simeon Thoresen,0.5,1.39996
1501,Diego Nunes,0.6,1.32054
1502,Wagner Prado,0.0,0.0
1503,Melvin Guillard,0.5714,1.3
1504,Philip De Fries,0.5,3.0
1505,Reuben Duran,0.3333,1.32054
1506,Mike Rio,0.3333,4.0
1507,Jared Papazian,0.0,1.32054
1508,Colin Fletcher,0.0,1.39996
1509,Brendan Loughnane,,1.39996
1510,Nick Penner,0.0,1.32054
1511,Marcus LeVesseur,0.5,2.5
1512,Mark Hominick,0.5,0.25
1513,Matthew Riddle,0.6,3.8
1514,Rich Franklin,0.7368,0.75
1515,Tiequan Zhang,0.3333,1.39996
1516,Yasuhiro Urushitani,0.0,1.32054
1517,Luiz Cane,0.5,0.2
1518,Josh Neer,0.4286,0.9
1519,Aaron Simpson,0.7,3.8333
1520,Bart Palaszewski,0.3333,1.32054
1521,Dan Hardy,0.5556,0.5
1522,John Hathaway,0.875,4.6667
1523,Che Mills,0.5,1.32054
1524,DaMarques Johnson,0.4444,0.5556
1525,Jason Young,0.3333,2.0
1526,Matt Hamill,0.7143,2.0
1527,Ken Stone,0.6667,1.32054
1528,Josh Grispi,0.0,3.0
1529,Cheick Kongo,0.6471,1.6923
1530,Karlos Vemola,0.4,1.32054
1531,Damacio Page,0.0,1.32054
1532,Forrest Griffin,0.6429,0.7692
1533,Cung Le,0.6667,1.32054
1534,John Alessio,0.0,0.6667
1535,Anistavio Medeiros,,1.39996
1536,Delson Heleno,,1.39996
1537,John Teixeira,,1.39996
1538,Buddy Roberts,1.0,1.39996
1539,Henry Martinez,0.5,1.32054
1540,Jake Hecht,0.5,1.32054
1541,Jonathan Brookins,0.5,3.0
1542,Jason Miller,0.0,1.0
1543,Amir Sadollah,0.6,0.5714
1544,Jason MacDonald,0.4615,0.8
1545,Cody McKenzie,0.5,1.5
1546,Jeff Curran,0.0,0.0
1547,Alex Soto,0.0,1.32054
1548,Mike Massenzio,0.3333,2.0
1549,Miguel Torres,0.6667,1.39996
1550,Brian Stann,0.6,0.0
1551,Mackens Semerzier,0.5,2.0
1552,Oli Thompson,0.0,1.39996
1553,Norifumi Yamamoto,0.0,1.39996
1554,Anton Kuivanen,0.5,1.5
1555,Dan Stittgen,0.0,1.39996
1556,Chael Sonnen,0.5385,3.4
1557,Joey Beltran,0.3333,0.5
1558,Duane Ludwig,0.5,0.1667
1559,Mike Easton,0.5,1.39996
1560,Jorge Rivera,0.5,0.5455
1561,Kamal Shalorus,0.0,1.32054
1562,Joseph Sandoval,0.0,1.32054
1563,Ricardo Funch,0.0,1.0
1564,Brock Lesnar,0.6667,2.25
1565,Vladimir Matyushenko,0.6364,2.5
1566,Tito Ortiz,0.5769,2.4545
1567,Claude Patrick,1.0,2.6667
1568,Krzysztof Soszynski,0.75,0.6
1569,Walel Watson,0.3333,1.39996
1570,Rich Attonito,0.75,1.32054
1571,Stephan Bonnar,0.5714,1.2143
1572,Tom Lawlor,0.6,2.6667
1573,Aaron Rosa,0.5,1.32054
1574,John Maguire,0.5,6.0
1575,Rob Broughton,0.5,1.39996
1576,Michihiro Omigawa,0.1667,1.4
1577,Chris Cope,0.5,1.32054
1578,Mirko Cro Cop,0.4,0.3333
1579,Tyson Griffin,0.6154,1.6667
1580,Brandon Vera,0.5333,0.5455
1581,Steve Cantwell,0.2,0.5
1582,Shane Roller,0.4,1.32054
1583,Matt Hughes,0.75,2.2381
1584,Junior Assuncao,0.5,1.0
1585,Alan Belcher,0.6429,0.3636
1586,Clay Harvison,0.5,1.39996
1587,Dennis Hallman,0.375,1.3333
1588,Jeff Hougland,0.5,1.39996
1589,Christian Morecraft,0.3333,1.3333
1590,Joe Stevenson,0.5333,2.2308
1591,Daniel Roberts,0.5,3.5
1592,Shane Carwin,0.8,0.3333
1593,Kenny Florian,0.75,1.5625
1594,Dave Herman,0.25,1.39996
1595,Vagner Rocha,0.3333,1.5
1596,Jesse Bongfeldt,0.0,2.0
1597,Chuck O'Neil,,1.39996
1598,Danny Downes,0.0,1.39996
1599,Ryan McGillivray,,1.39996
1600,Kendall Grove,0.5833,0.3636
1601,Cole Escovedo,0.0,1.39996
1602,Jon Madsen,1.0,1.3333
1603,Sean McCorkle,0.5,1.32054
1604,Mario Miranda,0.3333,1.5
1605,Waylon Lowe,0.6667,3.3333
1606,Ricardo Almeida,0.6,3.125
1607,Kurt Pellegrino,0.6364,2.1111
1608,Rob Kimmons,0.5,1.2
1609,Tom Blackledge,,1.39996
1610,Maciej Jewtuszko,,1.39996
1611,Paul Taylor,0.375,0.2857
1612,Phil Baroni,0.3333,0.8889
1613,Joe Doerksen,0.25,2.0
1614,Pat Audinwood,0.0,1.32054
1615,Ian Loveland,0.5,1.39996
1616,Sako Chivitchian,,1.39996
1617,Fredson Paixao,,1.39996
1618,Gerald Harris,1.0,2.0
1619,Karo Parisyan,0.6667,4.4167
1620,Mike Lullo,0.0,1.39996
1621,Paul Kelly,0.625,1.6
1622,Seth Petruzelli,0.0,0.5
1623,Kris McCray,0.0,1.32054
1624,Mike Guymon,0.3333,1.5
1625,James Wilks,0.6667,1.5
1626,Spencer Fisher,0.5625,0.6
1627,James McSweeney,0.5,1.0
1628,Matt Serra,0.5385,1.7692
1629,Sean Sherk,0.6364,4.0909
1630,Steve Lopez,0.0,0.0
1631,Tomasz Drwal,0.6,2.25
1632,Brian Foster,0.5,1.0
1633,Randy Couture,0.6957,2.3182
1634,Andre Winner,0.4,0.0
1635,Nick Osipczak,0.5,1.0
1636,Dustin Hazelett,0.5556,0.25
1637,Rodney Wallace,0.0,9.0
1638,Todd Brown,0.0,1.39996
1639,James Irvin,0.4444,0.0
1640,Chris Lytle,0.4737,0.5625
1641,Forrest Petz,0.3333,1.2
1642,Keith Jardine,0.5,0.25
1643,Jamie Yager,,1.39996
1644,John Gunderson,0.5,2.5
1645,Josh Bryant,,1.39996
1646,Chuck Liddell,0.7273,0.2727
1647,David Loiseau,0.5,0.375
1648,Jason Brilz,0.5,2.2
1649,Jesse Forbes,0.0,0.0
1650,Kevin Ferguson,1.0,4.0
1651,Marcus Davis,0.6429,0.9167
1652,Yoshiyuki Yoshida,0.5,0.25
1653,Nate Quarry,0.7778,0.1111
1654,Rob Emerson,0.5,1.6667
1655,Caol Uno,0.3333,2.2222
1656,Eliot Marshall,0.6,0.3333
1657,Eric Schafer,0.375,1.0
1658,Kai Asakura,,0.0
1659,Lukasz Brzeski,0.3333,0.46
1660,Gabriella Fernandes,0.3333,0.67
1661,Ozzy Diaz,0.0,0.0
1662,SuYoung You,1.0,4.67
1663,DongHun Choi,1.0,0.46
1664,Feng Xiaocan,1.0,1.08
1665,Jose Ochoa,,0.0
1666,Quang Le,0.0,2.0
1667,Roberto Romero,,0.0
1668,Carlos Prates,1.0,0.44
1669,Reinier de Ridder,,6.39
1670,Cortavious Romious,0.5,1.97
1671,Zachary Scroggin,,0.0
1672,Antonio Trocoli,0.0,0.91
1673,Klaudia Sygula,,0.0
1674,Brendson Ribeiro,0.3333,2.2
1675,Garrett Armfield,0.5,1.1
1676,Aleksandar Rakic,0.6667,1.5
1677,Rafael Cerqueira,,0.0
1678,Myktybek Orolbai,1.0,7.44
1679,Victor Hugo,1.0,0.81
1680,Carlos Leal,,1.0
1681,Sumudaerji,0.5,0.29
1682,Cameron Smotherman,0.0,0.0
1683,Jean Matsumoto,1.0,1.2
1684,Alice Ardelean,0.0,1.0
1685,Ramazan Temirov,,0.0
1686,Sean Sharaf,,2.07
1687,Cody Haddon,1.0,2.48
1688,Lucas Rocha,1.0,0.0
1689,Kayla Harrison,1.0,4.42
1690,Ihor Potieria,0.4286,0.77
1691,Tecia Pennington,0.5625,0.57
1692,Gabriel Miranda,0.5,4.8
1693,Ivan Erslan,,1.0
1694,Daria Zhelezniakova,1.0,0.8
1695,Ketlen Souza,0.5,0.9
1696,Yanal Ashmouz,0.5,4.8
1697,Chris Padilla,1.0,3.26
1698,Brendon Marotte,0.0,0.0
1699,Andre Lima,1.0,1.13
1700,Gabriel Santos,0.0,4.34
1701,Nathan Fletcher,,9.63
1702,Ryan Loder,,2.2
1703,Mairon Santos,,0.0
1704,Jose Daniel Medina,0.0,0.5
1705,Chepe Mariscal,1.0,3.09
1706,Nikolay Veretennikov,0.0,0.0
1707,Chelsea Chandler,0.6667,0.91
1708,Talita Alencar,1.0,2.0
1709,Jordan Vucenic,,0.0
1710,Sam Hughes,0.375,0.85
1711,Rolando Bedoya,0.0,0.0
1712,Caolan Loughran,0.5,2.0
1713,Kiefer Crosbie,0.0,0.0
1714,Kaynan Kruschewsky,0.5,2.74
1715,Hyder Amil,1.0,0.64
1716,Jean Silva,1.0,0.81
1717,Fatima Kline,,1.0
1718,Darrius Flowers,0.3333,0.98
1719,Michael Page,1.0,0.44
1720,Yanis Ghemmouri,0.0,0.0
1721,Felipe Lima,,1.33
1722,Muin Gafurov,0.0,1.95
1723,ChangHo Lee,1.0,3.24
1724,Lucas Almeida,0.25,0.0
1725,Jose Johnson,0.5,0.71
1726,Adam Fugitt,0.3333,2.04
1727,Jesse Butler,0.0,0.0
1728,Daniel Marcos,1.0,0.25
1729,Puja Tomar,,0.0
1730,Vinicius Salvador,0.3333,0.36
1731,Tuco Tokkos,0.0,1.96
1732,Melissa Gatto,0.5,1.5
1733,Trey Waters,0.5,0.44
1734,Ernesta Kareckaite,1.0,1.0
1735,Kevin Borjas,0.5,0.0
1736,Bogdan Guskov,0.5,0.0
1737,Michal Figlak,0.0,0.5
1738,Charlie Campbell,0.5,2.95
1739,Rhys McKee,0.0,0.0
1740,Connor Matthews,0.5,2.97
1741,Anton Turkalj,0.25,4.98
1742,Luis Pajuelo,1.0,0.0
1743,Steven Nguyen,0.6667,0.28
1744,Danny Silva,1.0,3.0
1745,Mitch Ramirez,0.0,0.91
1746,Bekzat Almakhan,,0.0
1747,Benardo Sopaj,,3.06
1748,AJ Cunningham,0.0,0.0
1749,Francisco Prado,0.5,0.0
1750,Mateus Mendonca,0.3333,2.54
1751,Denys Bondar,0.0,3.99
1752,Carlos Vera,,0.0
1753,Val Woodburn,0.0,1.92
1754,Pete Rodriguez,0.5,0.0
1755,Blake Bilder,0.6667,0.31
1756,MarQuel Mederos,1.0,0.0
1757,Jamal Pogues,0.75,2.4
1758,Ramon Taveras,0.5,0.0
1759,Felipe Bunes,,3.15
1760,Nick Aguirre,0.0,1.16
1761,Lucas Alexander,0.5,0.0
1762,Rafael Estevam,1.0,3.35
1763,Montserrat Conejo Ruiz,0.3333,2.05
1764,Anshul Jubli,1.0,0.82
1765,Ravena Oliveira,,2.0
1766,Hannah Goldy,0.4,0.67
1767,Terrence Mitchell,0.0,3.69
1768,Manolo Zecchini,,0.0
1769,Taila Santos,0.6667,2.64
1770,Jonny Parsons,1.0,0.0
1771,Genaro Valdez,0.3333,1.54
1772,Carl Deaton,0.0,0.0
1773,Maxim Grishin,0.5,0.38
1774,Nick Fiore,0.0,2.5
1775,Nurullo Aliev,1.0,3.06
1776,Khusein Askhabov,,0.0
1777,Juancamilo Ronderos,0.0,2.72
1778,Don Shainis,0.0,0.97
1779,Saidyokub Kakhramonov,1.0,6.63
1780,Jay Perrin,0.0,2.83
1781,Steven Koslow,,5.28
1782,Kevin Natividad,0.0,3.66
1783,Shanna Young,0.25,0.0
1784,Carlos Mota,,0.0
1785,Joshua Weems,0.0,4.77
1786,Gadzhi Omargadzhiev,0.5,1.35
1787,Cameron VanCamp,0.0,0.0
1788,Danyelle Wolf,1.0,0.0
1789,Harry Hunsucker,0.0,0.0
1790,Charlie Ontiveros,0.0,0.0
1791,Tony Kelley,0.6667,0.0
1792,Danny Chavez,0.5,2.5
1793,Zarrukh Adashev,0.3333,0.0
1794,Askar Mozharov,,0.0
1795,Alex Da Silva,0.3333,2.59
1796,Felipe Colares,0.4,2.5
1797,Tristan Connelly,0.5,0.5
1798,Sergey Khandozhko,0.5,1.32054
1799,Cameron Else,0.0,0.0
1800,TJ Laramie,0.5,3.0
1801,Brandon Jenkins,0.0,0.0
1802,Kevin Croom,0.0,0.97
1803,Bruno Souza,0.0,0.5
1804,Micheal Gillmore,0.0,0.0
1805,Mark Striegl,0.0,0.0
1806,Jesse Strader,0.0,3.87
1807,Fabio Cherant,0.0,0.0
1808,Danilo Marques,0.6667,4.83
1809,Leah Letson,1.0,1.32054
1810,John Allan,0.0,2.54
1811,Zviad Lazishvili,,0.0
1812,Gaetano Pirrello,0.0,0.0
1813,Martin Sano,,0.0
1814,Sarah Alpar,0.5,3.79
1815,Drako Rodriguez,0.5,2.93
1816,Anderson Dos Santos,0.3333,1.32054
1817,Jamey Simmons,0.0,0.0
1818,Montserrat Conejo,1.0,4.0
1819,Jerome Rivera,0.25,0.0
1820,Justin Jaynes,0.25,0.0
1821,Roque Martinez,0.0,0.38
1822,Lara Procopio,0.5,3.15
1823,Victor Rodriguez,0.0,0.0
1824,KB Bhullar,0.0,0.0
1825,Stefan Sekulic,0.0,2.0
1826,Jarjis Danho,0.0,1.32054
1827,Ray Rodriguez,0.0,2.32
1828,Philip Rowe,1.0,0.0
1829,Peter Barrett,0.3333,4.0
1830,Rachael Ostovich,0.3333,3.28
1831,Eduardo Garagorri,0.5,0.79
1832,Phillip Hawes,0.5,1.74
1833,Liliya Shakirova,,0.0
1834,Jeff Hughes,0.0,1.32054
1835,Austin Springer,,4.24
1836,Mizuki Inoue,1.0,0.0
1837,Alex Munoz,,4.0
1838,Ali Qaisi,,0.0
1839,Raphael Pessoa,0.5,0.0
1840,Chris Fishgold,0.3333,4.55
1841,Roman Bogatov,,0.0
1842,Zhalgas Zhamagulov,,0.0
1843,Brianna Van Buren,1.0,3.0
1844,Max Rohskopf,,0.0
1845,Klidson Abreu,0.3333,1.32054
1846,Saparbeg Safarov,0.3333,2.8
1847,Joshua Culibao,,0.0
1848,Kalinn Williams,,0.0
1849,Youssef Zalel,,0.0
1850,Luci Pudilova,0.3333,0.18
1851,Ode Obsourne,,3.23
1852,Omar Antonio Morales Ferrer,,0.0
1853,Isabela De Pauda,,2.0
1854,Rocco Martin,0.6154,0.68
1855,Chance Rencountre,0.6667,1.35
1856,Ben Askren,0.5,4.33
1857,Thomas Gifford,0.0,1.32054
1858,Hector Aldana,0.0,2.0
1859,Danilo Belluardo,0.0,3.5
1860,Nohelin Hernandez,0.0,0.71
1861,Carlos Huachin,0.0,1.32054
1862,Marcos Mariano,0.0,1.32054
1863,Derrick,0.0,3.18
1864,Jodie Esquibel,0.0,1.32054
1865,Bobby Moffett,0.5,2.74
1866,Krzystof Jotko,0.6364,1.39
1867,Yoshinori Horie,,0.0
1868,Sarah Frota,0.0,1.32054
1869,Jin Soo Son,0.0,1.5
1870,Sheymon Moraes,0.5,1.32054
1871,Dan Moret,0.0,1.32054
1872,Nina Ansaroff,0.6667,1.32054
1873,Sung Bin Jo,,1.32054
1874,Duda Santana,,1.32054
1875,Derrick Krantz,,1.32054
1876,Jesus Pinedo,1.0,5.0
1877,Carlo Pedersoli,0.5,3.0
1878,Justin Frazier,,1.32054
1879,Michel Batista,,1.32054
1880,Darrell Horcher,0.3333,1.32054
1881,Ricky Rainey,0.0,1.32054
1882,Terrion Ware,0.0,1.32054
1883,Craig White,0.0,1.32054
1884,Tim Williams,0.0,1.32054
1885,Jose Torres,1.0,1.32054
1886,Joe Giannetti,,1.32054
1887,Richie Smullen,,1.32054
1888,Allan Zuniga,,1.32054
1889,Melinda Fabian,0.0,0.0
1890,Felipe Silva,0.5,1.32054
1891,James Bochnovic,0.0,1.32054
1892,Dmitry Sosnovskiy,,1.32054
1893,Brian Camozzi,0.0,1.32054
1894,Galore Bofando,1.0,1.32054
1895,Ryan Janes,0.3333,1.32054
1896,Bharat Kandare,,1.32054
1897,Ashkan Mokhtarian,0.0,1.32054
1898,Michel Quinones,0.0,1.32054
1899,Marcel Fortuna,0.5,1.32054
1900,Christian Colombo,0.0,0.0
1901,Chanmi Jeon,0.0,1.32054
1902,Zu Anyanwu,,1.32054
1903,Abdul-Kerim Edilov,,1.32054
1904,Andrew Holbrook,0.5,1.32054
1905,Jesse Taylor,0.0,1.0
1906,Nick Roehrick,,1.32054
1907,Tom Gallicchio,,1.32054
1908,Jimmy Wallhead,0.0,1.32054
1909,Alex Nicholson,0.3333,1.32054
1910,Michael McBride,0.0,1.32054
1911,Cindy Dandois,,1.32054
1912,Rashid Magomedov,0.8,1.32054
1913,Augusto Mendes,0.5,2.0
1914,Nathan Coy,0.5,2.0
1915,Mike de la Torre,0.3333,1.32054
1916,Alessandro Ricci,0.0,1.32054
1917,JC Cottrell,0.0,1.32054
1918,Fredy Serrano,0.6667,2.6667
1919,Sean O'Connell,0.3333,1.32054
1920,Jonathan Meunier,0.0,1.32054
1921,Geane Herrera,0.3333,1.32054
1922,Milana Dudieva,0.5,2.0
1923,Heather Jo Clark,0.5,1.32054
1924,Jason Novelli,0.0,1.32054
1925,Chris Avila,0.0,1.32054
1926,Leonardo Augusto Leleco,0.0,1.32054
1927,Joey Gomez,0.0,1.32054
1928,Cristina Stanciu,0.0,1.32054
1929,Cody Pfister,0.3333,2.5
1930,Enrique Marin,0.0,1.32054
1931,Fernando Bruno,0.0,2.0
1932,Anton Zafir,0.0,1.32054
1933,Mehdi Baghdad,0.0,1.32054
1934,Dileno Lopes,0.0,3.0
1935,Jerrod Sanders,0.3333,1.32054
1936,Dominic Waters,0.0,5.0
1937,Willie Gates,0.3333,1.32054
1938,Rin Nakai,0.0,3.0
1939,Martin Svensson,,1.32054
1940,Felipe Olivieri,,1.32054
1941,Tony Sims,0.5,1.32054
1942,Masanori Kanehara,0.5,2.0
1943,Marcin Wrzosek,,1.32054
1944,Konstantin Erokhin,0.0,1.32054
1945,Abner Lloveras,,1.32054
1946,Leo Kuntz,0.0,1.32054
1947,Steve Kennedy,0.0,1.32054
1948,Gasan Umalatov,0.3333,2.0
1949,Jon Delos Reyes,0.3333,1.32054
1950,Ericka Almeida,0.0,1.32054
1951,Roger Zapata,,1.32054
1952,Nazareno Malegarie,,1.32054
1953,Sirwan Kakai,1.0,5.0
1954,Roman Salazar,0.0,1.32054
1955,Hans Stringer,0.5,2.0
1956,Paul Redmond,0.0,1.32054
1957,Levan Makashvili,1.0,7.0
1958,Joe Merritt,,1.32054
1959,Lewis Gonzalez,,1.32054
1960,Antonio Dos Santos,0.0,1.32054
1961,Leonardo Morales,0.0,1.32054
1962,Lisa Ellis,0.0,2.0
1963,Rocky Lee,,1.32054
1964,Justin Jones,0.0,1.32054
1965,Shayna Baszler,0.0,1.32054
1966,Cain Carrizosa,0.0,1.32054
1967,Roger Narvaez,0.5,1.32054
1968,Josh Copeland,0.0,1.32054
1969,Alex Torres,,1.32054
1970,Josh Shockley,0.0,1.32054
1971,Rodrigo de Lima,0.0,1.32054
1972,Andy Enz,0.0,1.32054
1973,Stanislav Nedkov,0.3333,1.6667
1974,Shane Howell,0.0,1.32054
1975,Mats Nilsson,0.0,1.32054
1976,Mike Rhodes,0.0,2.0
1977,Garett Whiteley,0.0,1.32054
1978,Matt Hobar,0.5,3.0
1979,Chris Heatherly,0.0,1.32054
1980,Humberto Brown,,1.32054
1981,Rodolfo Rubio,,1.32054
1982,Tim Gorman,0.0,1.32054
1983,Guto Inocente,0.0,1.32054
1984,Takenori Sato,0.0,1.32054
1985,Dashon Johnson,0.0,1.32054
1986,Jianping Yang,,1.32054
1987,Danny Mitchell,0.0,1.32054
1988,Jack May,0.0,1.32054
1989,Mike King,,1.32054
1990,Tina Lahdemaki,,1.32054
1991,Daniel Spohn,,1.32054
1992,Guilherme Vasconcelos,,1.32054
1993,Lance Benoist,0.3333,2.0
1994,Brian Houston,0.0,1.32054
1995,Shunichi Shimizu,,1.32054
1996,Will Chope,,1.32054
1997,Quinn Mulhern,0.0,1.32054
1998,Dave Galera,,1.32054
1999,Roger Bowling,0.0,2.5
2000,Peggy Morgan,,1.32054
2001,Adlan Amagov,1.0,6.0
2002,David Mitchell,0.25,2.0
2003,Martin Kampmann,0.6875,0.9286
2004,Brian Melancon,1.0,1.32054
2005,Sheila Gaff,0.0,1.32054
2006,Josh Clopton,0.0,4.0
2007,Roger Gracie,,1.32054
2008,Eddie Mendez,,1.32054
2009,John Cholish,0.5,1.32054
2010,Roger Hollett,0.0,1.32054
2011,Azamat Gashimov,0.0,1.32054
2012,Gilbert Smith,,1.32054
2013,Collin Hart,,1.32054
2014,Jimmy Quinlan,,1.32054
2015,Pablo Garza,0.6,1.32054
2016,Adam Cella,,1.32054
2017,Besam Yousef,0.0,1.32054
2018,Issei Tamura,0.5,1.32054
2019,Lavar Johnson,0.6667,1.32054
2020,Matt Grice,0.3333,1.3333
2021,Caros Fodor,,1.32054
2022,Brock Jardine,0.0,1.32054
2023,Jorge Santiago,0.2,0.6667
2024,Motonobu Tezuka,0.0,2.0
2025,Ulysses Gomez,0.0,1.32054
2026,Jay Hieron,0.0,4.5
2027,Milton Vieira,0.0,1.0
2028,CJ Keith,0.0,1.32054
2029,Byron Bloodworth,0.0,1.32054
2030,Shane del Rosario,0.0,1.32054
2031,John Cofer,0.0,2.0
2032,Manuel Rodriguez,,1.32054
2033,Chad Griggs,0.0,1.32054
2034,Tom DeBlass,0.0,2.0
2035,Joey Gambino,0.0,1.32054
2036,Carlo Prater,0.5,1.32054
2037,Tommy Hayden,0.0,2.0
2038,Eiji Mitsuoka,0.0,1.32054
2039,Josh Ferguson,0.0,1.32054
2040,Yoislandy Izquierdo,0.0,1.32054
2041,Wagner Campos,,1.32054
2042,Luis Ramos,0.0,1.32054
2043,Carlos Eduardo Rocha,0.5,1.32054
2044,Bernardo Magalhaes,0.0,1.32054
2045,Pat Schilling,0.0,1.32054
2046,Chris Tickle,,1.32054
2047,Chris Saunders,,1.32054
2048,Jorge Lopez,0.0,3.0
2049,Nick Denis,1.0,1.32054
2050,Eddie Yagin,0.0,1.32054
2051,Eric Wisely,0.0,1.32054
2052,Jon Olav Einemo,0.0,1.32054
2053,Stephen Bass,,1.32054
2054,Dustin Neace,,1.32054
2055,Nick Pace,0.5,7.0
2056,Shamar Bailey,0.5,5.0
2057,Paul Bradley,0.0,3.0
2058,Matt Lucas,,1.32054
2059,Edward Faaloloto,0.0,1.32054
2060,Ricardo Romero,0.5,1.32054
2061,Donny Walker,0.0,1.32054
2062,TJ O'Brien,0.0,1.32054
2063,Jason Reinhardt,0.0,0.0
2064,Javier Vazquez,,1.32054
2065,Curt Warburton,0.5,2.5
2066,Tim Credeur,0.75,0.25
2067,Charlie Valencia,,1.32054
2068,Ryan Jensen,0.2857,0.6
2069,Kyle Watson,1.0,1.32054
2070,Chris Tuchscherer,0.3333,0.5
2071,Antonio Banuelos,,1.32054
2072,Gabe Ruediger,0.0,2.0
2073,Tim Hague,0.25,1.0
2074,Willamy Freire,,1.32054
2075,Amilcar Alves,0.0,1.32054
2076,Greg Soto,0.5,1.5
2077,Antonio McKee,,1.32054
2078,Aaron Wilkinson,,1.32054
2079,Tyler Toner,,1.32054
2080,Maiquel Falcao,,1.32054
2081,Goran Reljic,0.3333,1.3333
2082,Alexandre Ferreira,,1.32054
2083,Mark Scanlon,,1.32054
2084,Gilbert Yvel,0.0,0.0
2085,Vinicius Queiroz,,1.32054
2086,Mark Holst,0.0,1.32054
2087,Julio Paulino,0.0,1.32054
2088,James Toney,,1.32054
2089,John Salter,0.5,1.0
2090,Steve Steinbeiss,0.0,0.0
2091,James Hammortree,,1.32054
2092,Jesse Lennox,0.5,1.0
2093,Dan Lauzon,0.0,1.5
